Type	Rank	Freq	Range	NormFreq	NormRange
bektemirlerdiń qanday	1052	1	1	57.820	1.000
belgilegen edi	1052	1	1	57.820	1.000
belgilenbegen akcionerlik	1052	1	1	57.820	1.000
belgilenedi al	1052	1	1	57.820	1.000
belgilenedi jıldan	1052	1	1	57.820	1.000
belgilenetuǵın jámiyettiń	1052	1	1	57.820	1.000
belgilengen antarktikada	1052	1	1	57.820	1.000
belgilengen bolıwı	1052	1	1	57.820	1.000
belgilengen járiyalanǵan	1052	1	1	57.820	1.000
belgilengen minimal	1052	1	1	57.820	1.000
belgilengen ázerbayjannıń	1052	1	1	57.820	1.000
belgileniwi jılı	1052	1	1	57.820	1.000
belgilerdi ashıp	1052	1	1	57.820	1.000
belgileri qanday	1052	1	1	57.820	1.000
belgilerin usı	1052	1	1	57.820	1.000
belgilerin óz	1052	1	1	57.820	1.000
belgilewdi talap	1052	1	1	57.820	1.000
belgileydi ustavlıq	1052	1	1	57.820	1.000
belgileydi usıǵan	1052	1	1	57.820	1.000
belgileytuǵın edi	1052	1	1	57.820	1.000
belgili adamları	1052	1	1	57.820	1.000
belgili anası	1052	1	1	57.820	1.000
belgili ayapbergen	1052	1	1	57.820	1.000
belgili balneologiya	1052	1	1	57.820	1.000
belgili bola	1052	1	1	57.820	1.000
belgili bolgan	1052	1	1	57.820	1.000
belgili bolıslarınıń	1052	1	1	57.820	1.000
belgili bul	1052	1	1	57.820	1.000
belgili estelikleri	1052	1	1	57.820	1.000
belgili forması	1052	1	1	57.820	1.000
belgili grek	1052	1	1	57.820	1.000
belgili hám	1052	1	1	57.820	1.000
belgili jazıwshı	1052	1	1	57.820	1.000
belgili jumısı	1052	1	1	57.820	1.000
belgili juwmaq	1052	1	1	57.820	1.000
belgili klassikleri	1052	1	1	57.820	1.000
belgili kátip	1052	1	1	57.820	1.000
belgili kórkem	1052	1	1	57.820	1.000
belgili muǵdarın	1052	1	1	57.820	1.000
belgili múddet	1052	1	1	57.820	1.000
belgili qiz	1052	1	1	57.820	1.000
belgili qosıǵın	1052	1	1	57.820	1.000
belgili qılǵan	1052	1	1	57.820	1.000
belgili sh	1052	1	1	57.820	1.000
belgili sharayatlarda	1052	1	1	57.820	1.000
belgili shayırı	1052	1	1	57.820	1.000
belgili shıǵarma	1052	1	1	57.820	1.000
belgili syujet	1052	1	1	57.820	1.000
belgili teńlemesi	1052	1	1	57.820	1.000
belgili túrkmen	1052	1	1	57.820	1.000
belgili ulamalar	1052	1	1	57.820	1.000
belgili waqıt	1052	1	1	57.820	1.000
belgili xi	1052	1	1	57.820	1.000
belgili ázerbayjan	1052	1	1	57.820	1.000
belgili úlestiń	1052	1	1	57.820	1.000
belgisiz biraqta	1052	1	1	57.820	1.000
belsendilik penen	1052	1	1	57.820	1.000
belsene qatnasqan	1052	1	1	57.820	1.000
beluga hám	1052	1	1	57.820	1.000
benen awdarılǵan	1052	1	1	57.820	1.000
benen aytısıw	1052	1	1	57.820	1.000
benen aytısıwlar	1052	1	1	57.820	1.000
benen de	1052	1	1	57.820	1.000
benen juwap	1052	1	1	57.820	1.000
benen meńeshtiń	1052	1	1	57.820	1.000
benen qız	1052	1	1	57.820	1.000
benen sizge	1052	1	1	57.820	1.000
berdaq atındaǵı	1052	1	1	57.820	1.000
berdaq baqsı	1052	1	1	57.820	1.000
berdaq berdaq	1052	1	1	57.820	1.000
berdaq boladı	1052	1	1	57.820	1.000
berdaq dóretiwshiligi	1052	1	1	57.820	1.000
berdaq edi	1052	1	1	57.820	1.000
berdaq fazılbek	1052	1	1	57.820	1.000
berdaq jas	1052	1	1	57.820	1.000
berdaq jaslarınan	1052	1	1	57.820	1.000
berdaq kóp	1052	1	1	57.820	1.000
berdaq qaraqalpaq	1052	1	1	57.820	1.000
berdaq qartayǵanda	1052	1	1	57.820	1.000
berdaq shayırdı	1052	1	1	57.820	1.000
berdaq shayırǵa	1052	1	1	57.820	1.000
berdaq solay	1052	1	1	57.820	1.000
berdaq uzın	1052	1	1	57.820	1.000
berdaqtı jalǵızınday	1052	1	1	57.820	1.000
berdaqtı kórgen	1052	1	1	57.820	1.000
berdaqtıń aqlıq	1052	1	1	57.820	1.000
berdaqtıń betine	1052	1	1	57.820	1.000
berdaqtıń qosıqlarınıń	1052	1	1	57.820	1.000
berdaqtıń tómendegi	1052	1	1	57.820	1.000
berdaqtıń ulları	1052	1	1	57.820	1.000
berdaqtıń ákesi	1052	1	1	57.820	1.000
berdaqtıń óz	1052	1	1	57.820	1.000
berdi keshte	1052	1	1	57.820	1.000
berdi onıń	1052	1	1	57.820	1.000
berdi shah	1052	1	1	57.820	1.000
berdibek qállibek	1052	1	1	57.820	1.000
berdimurat berdaq	1052	1	1	57.820	1.000
berdimurat xalıqtı	1052	1	1	57.820	1.000
berdimurat óziniń	1052	1	1	57.820	1.000
berdimuratovlar xojelepes	1052	1	1	57.820	1.000
berdimurattı ońıstırmaydı	1052	1	1	57.820	1.000
berdimurattıń bir	1052	1	1	57.820	1.000
berdimurattıń birden	1052	1	1	57.820	1.000
bere alıwı	1052	1	1	57.820	1.000
beredi advokatlar	1052	1	1	57.820	1.000
beredi advokaturanıń	1052	1	1	57.820	1.000
beredi aytıs	1052	1	1	57.820	1.000
beredi bahalı	1052	1	1	57.820	1.000
beredi bul	1052	1	1	57.820	1.000
beredi burınnan	1052	1	1	57.820	1.000
beredi geyparlarınıń	1052	1	1	57.820	1.000
beredi jansız	1052	1	1	57.820	1.000
beredi kóplegen	1052	1	1	57.820	1.000
beredi mısalı	1052	1	1	57.820	1.000
beredi ol	1052	1	1	57.820	1.000
beredi patsha	1052	1	1	57.820	1.000
beredi qosıq	1052	1	1	57.820	1.000
beredi rústem	1052	1	1	57.820	1.000
beredi sonlıqtanda	1052	1	1	57.820	1.000
beredi sonıń	1052	1	1	57.820	1.000
beredi teńiz	1052	1	1	57.820	1.000
beredi yan	1052	1	1	57.820	1.000
beredi ángimeniń	1052	1	1	57.820	1.000
berer eshki	1052	1	1	57.820	1.000
berer kategoriya	1052	1	1	57.820	1.000
bereseń ya	1052	1	1	57.820	1.000
beretuǵın bir	1052	1	1	57.820	1.000
beretuǵın kisi	1052	1	1	57.820	1.000
beretuǵın qatarları	1052	1	1	57.820	1.000
beretuǵınlıǵın aytadı	1052	1	1	57.820	1.000
berg teńizdiń	1052	1	1	57.820	1.000
bergen al	1052	1	1	57.820	1.000
bergen birinshi	1052	1	1	57.820	1.000
bergen edi	1052	1	1	57.820	1.000
bergen maǵlıwmatlarına	1052	1	1	57.820	1.000
bergen pushkin	1052	1	1	57.820	1.000
beri belgili	1052	1	1	57.820	1.000
berildi i	1052	1	1	57.820	1.000
berildi jıl	1052	1	1	57.820	1.000
berildi waqıyanıń	1052	1	1	57.820	1.000
beriledi jıynalǵan	1052	1	1	57.820	1.000
berilgen bólimde	1052	1	1	57.820	1.000
berilgen didaktika	1052	1	1	57.820	1.000
berilgen ziyrek	1052	1	1	57.820	1.000
berilip qosıqlar	1052	1	1	57.820	1.000
beriliwi menen	1052	1	1	57.820	1.000
berilse qosımsha	1052	1	1	57.820	1.000
berip onıń	1052	1	1	57.820	1.000
beriw bolıp	1052	1	1	57.820	1.000
beriw jolı	1052	1	1	57.820	1.000
beriw nızamlılıqlardıń	1052	1	1	57.820	1.000
beriw puqaralardı	1052	1	1	57.820	1.000
beriwde demokratiyanıń	1052	1	1	57.820	1.000
beriwge háreket	1052	1	1	57.820	1.000
beriwge járdemlesedi	1052	1	1	57.820	1.000
beriwinde ayıplaydı	1052	1	1	57.820	1.000
beriwshi kóplegen	1052	1	1	57.820	1.000
beriwshi uzın	1052	1	1	57.820	1.000
berlinde jasaǵan	1052	1	1	57.820	1.000
berlindegi kitapxanada	1052	1	1	57.820	1.000
bermegen pushkin	1052	1	1	57.820	1.000
bermeydi onı	1052	1	1	57.820	1.000
bermeydi suhrab	1052	1	1	57.820	1.000
beruniy ábúw	1052	1	1	57.820	1.000
berzuiydiń hindstannan	1052	1	1	57.820	1.000
bes balanı	1052	1	1	57.820	1.000
bes jaslarınan	1052	1	1	57.820	1.000
bes kitapqa	1052	1	1	57.820	1.000
bes kitaptan	1052	1	1	57.820	1.000
bes procentten	1052	1	1	57.820	1.000
bes ullı	1052	1	1	57.820	1.000
besewi de	1052	1	1	57.820	1.000
besinshi variantı	1052	1	1	57.820	1.000
beste otızda	1052	1	1	57.820	1.000
besten bir	1052	1	1	57.820	1.000
besten úsh	1052	1	1	57.820	1.000
bet asharda	1052	1	1	57.820	1.000
bet ashardı	1052	1	1	57.820	1.000
bet asharı	1052	1	1	57.820	1.000
bet qolıńızdı	1052	1	1	57.820	1.000
betinde buddizm	1052	1	1	57.820	1.000
betine úńilip	1052	1	1	57.820	1.000
beybutov p	1052	1	1	57.820	1.000
beyimi bar	1052	1	1	57.820	1.000
bezelgen bakidaǵı	1052	1	1	57.820	1.000
bezep turadı	1052	1	1	57.820	1.000
bezew tabriz	1052	1	1	57.820	1.000
bezewleri orta	1052	1	1	57.820	1.000
bezgek malyariya	1052	1	1	57.820	1.000
bilchya buzovna	1052	1	1	57.820	1.000
bildire alatuǵın	1052	1	1	57.820	1.000
bildirgen ájiniyaz	1052	1	1	57.820	1.000
bildirip bul	1052	1	1	57.820	1.000
bildiriw durıs	1052	1	1	57.820	1.000
bildirmekshi boladı	1052	1	1	57.820	1.000
biledi daosizmniń	1052	1	1	57.820	1.000
biledi sonın	1052	1	1	57.820	1.000
biler termelerin	1052	1	1	57.820	1.000
biletuǵın baqsılardan	1052	1	1	57.820	1.000
bilgen fizuliy	1052	1	1	57.820	1.000
bilgen jaslıǵı	1052	1	1	57.820	1.000
bilgen qaraózek	1052	1	1	57.820	1.000
bilgenin jazdım	1052	1	1	57.820	1.000
bilgenligi ushın	1052	1	1	57.820	1.000
bilim alıwdı	1052	1	1	57.820	1.000
bilim alıwları	1052	1	1	57.820	1.000
bilim haqqında	1052	1	1	57.820	1.000
bilim jolın	1052	1	1	57.820	1.000
bilim tálim	1052	1	1	57.820	1.000
bilimi dúnyaǵa	1052	1	1	57.820	1.000
bilimin bunnan	1052	1	1	57.820	1.000
bilimin jetilistiriw	1052	1	1	57.820	1.000
bilimin jetilistiriwge	1052	1	1	57.820	1.000
bilimlendiriw ilimiy	1052	1	1	57.820	1.000
bilimlendiriw mámleketlik	1052	1	1	57.820	1.000
bilimlendiriw ornında	1052	1	1	57.820	1.000
bilimlendiriw sisteması	1052	1	1	57.820	1.000
bilimlendiriwi muzıka	1052	1	1	57.820	1.000
bilimlendiriwleri hám	1052	1	1	57.820	1.000
bilimli adam	1052	1	1	57.820	1.000
bilimli adamlarınıń	1052	1	1	57.820	1.000
bilimli bolıwında	1052	1	1	57.820	1.000
bilimli lirik	1052	1	1	57.820	1.000
bilimlilik penen	1052	1	1	57.820	1.000
bilimsiz hám	1052	1	1	57.820	1.000
bilimsiz ósken	1052	1	1	57.820	1.000
bilip seziw	1052	1	1	57.820	1.000
bilip topıraq	1052	1	1	57.820	1.000
biliw teoriyasınıń	1052	1	1	57.820	1.000
biliwi kerek	1052	1	1	57.820	1.000
bilmese at	1052	1	1	57.820	1.000
bilmey qaldım	1052	1	1	57.820	1.000
bilmeydi de	1052	1	1	57.820	1.000
bilmeytuǵın tek	1052	1	1	57.820	1.000
biofizika kletka	1052	1	1	57.820	1.000
biogeografiya bioinformatika	1052	1	1	57.820	1.000
bioinformatika biofizika	1052	1	1	57.820	1.000
biologiya atamasi	1052	1	1	57.820	1.000
biologiya biologiya	1052	1	1	57.820	1.000
biologiya da	1052	1	1	57.820	1.000
biologiya embriologiya	1052	1	1	57.820	1.000
biologiya haywanlardıń	1052	1	1	57.820	1.000
biologiya ilim	1052	1	1	57.820	1.000
biologiya mikologiya	1052	1	1	57.820	1.000
biologiya tarawları	1052	1	1	57.820	1.000
biologiya title	1052	1	1	57.820	1.000
biologiya tómendegishe	1052	1	1	57.820	1.000
biologiya ósimlikler	1052	1	1	57.820	1.000
biologiyanı úyreniwshi	1052	1	1	57.820	1.000
biologiyası antropologiya	1052	1	1	57.820	1.000
biologiyası ekologiya	1052	1	1	57.820	1.000
biologiyası mikrobiologiya	1052	1	1	57.820	1.000
biologiyası xronobiologiya	1052	1	1	57.820	1.000
biologlar bul	1052	1	1	57.820	1.000
biologlar dep	1052	1	1	57.820	1.000
biologlar ózleriniń	1052	1	1	57.820	1.000
biotanıń ózgeriwi	1052	1	1	57.820	1.000
bioximiya biogeografiya	1052	1	1	57.820	1.000
bir adam	1052	1	1	57.820	1.000
bir artıqmashlıǵı	1052	1	1	57.820	1.000
bir ashkóz	1052	1	1	57.820	1.000
bir at	1052	1	1	57.820	1.000
bir balası	1052	1	1	57.820	1.000
bir balıq	1052	1	1	57.820	1.000
bir birewdi	1052	1	1	57.820	1.000
bir birewge	1052	1	1	57.820	1.000
bir birine	1052	1	1	57.820	1.000
bir birinen	1052	1	1	57.820	1.000
bir bólegine	1052	1	1	57.820	1.000
bir bóleginiń	1052	1	1	57.820	1.000
bir bólek	1052	1	1	57.820	1.000
bir bólimi	1052	1	1	57.820	1.000
bir bólimine	1052	1	1	57.820	1.000
bir degende	1052	1	1	57.820	1.000
bir derekke	1052	1	1	57.820	1.000
bir eki	1052	1	1	57.820	1.000
bir el	1052	1	1	57.820	1.000
bir eldiń	1052	1	1	57.820	1.000
bir foton	1052	1	1	57.820	1.000
bir hayalǵa	1052	1	1	57.820	1.000
bir hújjet	1052	1	1	57.820	1.000
bir húkimet	1052	1	1	57.820	1.000
bir janr	1052	1	1	57.820	1.000
bir jigit	1052	1	1	57.820	1.000
bir jolı	1052	1	1	57.820	1.000
bir júz	1052	1	1	57.820	1.000
bir jılday	1052	1	1	57.820	1.000
bir jılǵa	1052	1	1	57.820	1.000
bir kórkemlik	1052	1	1	57.820	1.000
bir kózi	1052	1	1	57.820	1.000
bir kúni	1052	1	1	57.820	1.000
bir mikrometr	1052	1	1	57.820	1.000
bir mámleket	1052	1	1	57.820	1.000
bir mámleketke	1052	1	1	57.820	1.000
bir mámlekettiń	1052	1	1	57.820	1.000
bir nárse	1052	1	1	57.820	1.000
bir orınsız	1052	1	1	57.820	1.000
bir páriy	1052	1	1	57.820	1.000
bir qansha	1052	1	1	57.820	1.000
bir qatarǵa	1052	1	1	57.820	1.000
bir qol	1052	1	1	57.820	1.000
bir qoljazba	1052	1	1	57.820	1.000
bir quldı	1052	1	1	57.820	1.000
bir qıylı	1052	1	1	57.820	1.000
bir qız	1052	1	1	57.820	1.000
bir reallıq	1052	1	1	57.820	1.000
bir ret	1052	1	1	57.820	1.000
bir rus	1052	1	1	57.820	1.000
bir súwretleniw	1052	1	1	57.820	1.000
bir tap	1052	1	1	57.820	1.000
bir taza	1052	1	1	57.820	1.000
bir temaǵa	1052	1	1	57.820	1.000
bir temirshinin	1052	1	1	57.820	1.000
bir tilge	1052	1	1	57.820	1.000
bir tiptegi	1052	1	1	57.820	1.000
bir tiri	1052	1	1	57.820	1.000
bir topar	1052	1	1	57.820	1.000
bir toyda	1052	1	1	57.820	1.000
bir tuwǵan	1052	1	1	57.820	1.000
bir tásirlendiriwshi	1052	1	1	57.820	1.000
bir tún	1052	1	1	57.820	1.000
bir variantı	1052	1	1	57.820	1.000
bir vulkan	1052	1	1	57.820	1.000
bir waqıtsız	1052	1	1	57.820	1.000
bir waqıtta	1052	1	1	57.820	1.000
bir zattıń	1052	1	1	57.820	1.000
bir ájayıp	1052	1	1	57.820	1.000
bir áskerdi	1052	1	1	57.820	1.000
bir ótinishim	1052	1	1	57.820	1.000
bir ózi	1052	1	1	57.820	1.000
biraq abaydıń	1052	1	1	57.820	1.000
biraq adamlarǵa	1052	1	1	57.820	1.000
biraq anasınıń	1052	1	1	57.820	1.000
biraq basqa	1052	1	1	57.820	1.000
biraq bir	1052	1	1	57.820	1.000
biraq bunday	1052	1	1	57.820	1.000
biraq bunnan	1052	1	1	57.820	1.000
biraq den	1052	1	1	57.820	1.000
biraq einstein	1052	1	1	57.820	1.000
biraq jigirma	1052	1	1	57.820	1.000
biraq kavkaz	1052	1	1	57.820	1.000
biraq keyingi	1052	1	1	57.820	1.000
biraq kishirek	1052	1	1	57.820	1.000
biraq nawayı	1052	1	1	57.820	1.000
biraq nayzabaydıń	1052	1	1	57.820	1.000
biraq olar	1052	1	1	57.820	1.000
biraq olardan	1052	1	1	57.820	1.000
biraq olardıń	1052	1	1	57.820	1.000
biraq onıń	1052	1	1	57.820	1.000
biraq salmaqlı	1052	1	1	57.820	1.000
biraq shayır	1052	1	1	57.820	1.000
biraq shańaraǵı	1052	1	1	57.820	1.000
biraq ájiniyazdıń	1052	1	1	57.820	1.000
biraq ákesi	1052	1	1	57.820	1.000
biraq ózleri	1052	1	1	57.820	1.000
biraq ǵarǵabaydıń	1052	1	1	57.820	1.000
biraqta dástan	1052	1	1	57.820	1.000
biraqta ol	1052	1	1	57.820	1.000
biraz jaqsılanadı	1052	1	1	57.820	1.000
birden joǵalıp	1052	1	1	57.820	1.000
birden qıyınlasıwına	1052	1	1	57.820	1.000
birdey emes	1052	1	1	57.820	1.000
birdey sóylegende	1052	1	1	57.820	1.000
birew astarlıq	1052	1	1	57.820	1.000
birew baylansa	1052	1	1	57.820	1.000
birew kórinse	1052	1	1	57.820	1.000
birewdi utıw	1052	1	1	57.820	1.000
birewdiń múlkin	1052	1	1	57.820	1.000
birewge beriw	1052	1	1	57.820	1.000
birewi i̇nv	1052	1	1	57.820	1.000
birewinde de	1052	1	1	57.820	1.000
birewlerdi dálkeklep	1052	1	1	57.820	1.000
birewlerdi maqtap	1052	1	1	57.820	1.000
birewlerdiń esabınan	1052	1	1	57.820	1.000
birge aymaqlıq	1052	1	1	57.820	1.000
birge besik	1052	1	1	57.820	1.000
birge bolǵan	1052	1	1	57.820	1.000
birge dúnyanıń	1052	1	1	57.820	1.000
birge fuzuliyxanlıq	1052	1	1	57.820	1.000
birge islesiwdiń	1052	1	1	57.820	1.000
birge islesken	1052	1	1	57.820	1.000
birge júrip	1052	1	1	57.820	1.000
birge kópshilik	1052	1	1	57.820	1.000
birge maqbaralar	1052	1	1	57.820	1.000
birge onı	1052	1	1	57.820	1.000
birge oqıwı	1052	1	1	57.820	1.000
birge palız	1052	1	1	57.820	1.000
birge qıtay	1052	1	1	57.820	1.000
birge sayaxatshı	1052	1	1	57.820	1.000
birge shayx	1052	1	1	57.820	1.000
birge tereń	1052	1	1	57.820	1.000
birge tolish	1052	1	1	57.820	1.000
birge tárbiyalanıp	1052	1	1	57.820	1.000
birge xix	1052	1	1	57.820	1.000
birgelikte bul	1052	1	1	57.820	1.000
birgelikte evraziya	1052	1	1	57.820	1.000
birgelikte miyman	1052	1	1	57.820	1.000
birgelikte äjiniyaz	1052	1	1	57.820	1.000
biri axmed	1052	1	1	57.820	1.000
biri ayapbergen	1052	1	1	57.820	1.000
biri bet	1052	1	1	57.820	1.000
biri boldı	1052	1	1	57.820	1.000
biri bolgan	1052	1	1	57.820	1.000
biri bul	1052	1	1	57.820	1.000
biri jaǵasında	1052	1	1	57.820	1.000
biri jeńiwi	1052	1	1	57.820	1.000
biri kemsitiwge	1052	1	1	57.820	1.000
biri ol	1052	1	1	57.820	1.000
biri orap	1052	1	1	57.820	1.000
biri qıymaydı	1052	1	1	57.820	1.000
biri shayır	1052	1	1	57.820	1.000
biri sonday	1052	1	1	57.820	1.000
biri sovet	1052	1	1	57.820	1.000
biri temeki	1052	1	1	57.820	1.000
biri túrkistan	1052	1	1	57.820	1.000
biri yugnak	1052	1	1	57.820	1.000
biri ádebiyat	1052	1	1	57.820	1.000
birigip deneni	1052	1	1	57.820	1.000
birigip ketiwinen	1052	1	1	57.820	1.000
birigiwi individtiń	1052	1	1	57.820	1.000
birigiwi ushın	1052	1	1	57.820	1.000
birigiwinde múmkinshilik	1052	1	1	57.820	1.000
birigiwine alıp	1052	1	1	57.820	1.000
birine lokayata	1052	1	1	57.820	1.000
birine usas	1052	1	1	57.820	1.000
birinen parıq	1052	1	1	57.820	1.000
biriniń jeńgenligi	1052	1	1	57.820	1.000
birinshi aytısı	1052	1	1	57.820	1.000
birinshi basılıp	1052	1	1	57.820	1.000
birinshi bólimde	1052	1	1	57.820	1.000
birinshi deregi	1052	1	1	57.820	1.000
birinshi dúnya	1052	1	1	57.820	1.000
birinshi folklorǵa	1052	1	1	57.820	1.000
birinshi materik	1052	1	1	57.820	1.000
birinshi notalı	1052	1	1	57.820	1.000
birinshi olimpiada	1052	1	1	57.820	1.000
birinshi orında	1052	1	1	57.820	1.000
birinshi qosıqlardıń	1052	1	1	57.820	1.000
birinshi rus	1052	1	1	57.820	1.000
birinshi sebepshisi	1052	1	1	57.820	1.000
birinshi tomın	1052	1	1	57.820	1.000
birinshi topardaǵı	1052	1	1	57.820	1.000
birinshi túsinikler	1052	1	1	57.820	1.000
birinshi wáziri	1052	1	1	57.820	1.000
birinshi yarımında	1052	1	1	57.820	1.000
birinshi ázerbayjan	1052	1	1	57.820	1.000
birinshisi bolǵan	1052	1	1	57.820	1.000
birinshisi tolıq	1052	1	1	57.820	1.000
birlesip keyinirek	1052	1	1	57.820	1.000
birlesken arab	1052	1	1	57.820	1.000
birlesken mámleketlik	1052	1	1	57.820	1.000
birlespelerin óz	1052	1	1	57.820	1.000
birlespelerinde mıńlaǵan	1052	1	1	57.820	1.000
birlespelerine birlesip	1052	1	1	57.820	1.000
birlespesi kózqarasınan	1052	1	1	57.820	1.000
birligi kópshilik	1052	1	1	57.820	1.000
birligi manat	1052	1	1	57.820	1.000
birlik onıń	1052	1	1	57.820	1.000
birlikte ábilqasım	1052	1	1	57.820	1.000
birlikte ádalatlı	1052	1	1	57.820	1.000
birlikte óz	1052	1	1	57.820	1.000
birneshe doslar	1052	1	1	57.820	1.000
birneshe jıllar	1052	1	1	57.820	1.000
birqatar sırt	1052	1	1	57.820	1.000
birı esaplanǵan	1052	1	1	57.820	1.000
bitsen túsirgen	1052	1	1	57.820	1.000
biy amangeldi	1052	1	1	57.820	1.000
biy baylarǵa	1052	1	1	57.820	1.000
biy sabırlıqtı	1052	1	1	57.820	1.000
biy tóresin	1052	1	1	57.820	1.000
biybixan degen	1052	1	1	57.820	1.000
biyday mákke	1052	1	1	57.820	1.000
biyik shıńlardı	1052	1	1	57.820	1.000
biyik tawlarıin	1052	1	1	57.820	1.000
biyikliklerde subalp	1052	1	1	57.820	1.000
biyimlep tárbiyalawǵa	1052	1	1	57.820	1.000
biyjuwap óz	1052	1	1	57.820	1.000
biykarlamaydı da	1052	1	1	57.820	1.000
biytárepligi belgilengen	1052	1	1	57.820	1.000
biz de	1052	1	1	57.820	1.000
biz jeńiske	1052	1	1	57.820	1.000
bizge hár	1052	1	1	57.820	1.000
bizge jetip	1052	1	1	57.820	1.000
bizge miyras	1052	1	1	57.820	1.000
bizge shekem	1052	1	1	57.820	1.000
biziń diyarımızda	1052	1	1	57.820	1.000
biziń respublikamızdıń	1052	1	1	57.820	1.000
biziń zamanımızǵa	1052	1	1	57.820	1.000
biziń úy	1052	1	1	57.820	1.000
bizler anıq	1052	1	1	57.820	1.000
bizler júdá	1052	1	1	57.820	1.000
bizler taba	1052	1	1	57.820	1.000
blankasın h	1052	1	1	57.820	1.000
bmsh aǵzası	1052	1	1	57.820	1.000
bobak kóterilisi	1052	1	1	57.820	1.000
boboev júrek	1052	1	1	57.820	1.000
boku qoltıqshası	1052	1	1	57.820	1.000
boku sumgait	1052	1	1	57.820	1.000
bola almadı	1052	1	1	57.820	1.000
bola baslaydı	1052	1	1	57.820	1.000
bola kelgende	1052	1	1	57.820	1.000
bola óz	1052	1	1	57.820	1.000
boladı a	1052	1	1	57.820	1.000
boladı alisher	1052	1	1	57.820	1.000
boladı antarktika	1052	1	1	57.820	1.000
boladı bakteriya	1052	1	1	57.820	1.000
boladı bakteriyanıń	1052	1	1	57.820	1.000
boladı berdaqtıń	1052	1	1	57.820	1.000
boladı biraq	1052	1	1	57.820	1.000
boladı bunda	1052	1	1	57.820	1.000
boladı bunnan	1052	1	1	57.820	1.000
boladı degen	1052	1	1	57.820	1.000
boladı depti	1052	1	1	57.820	1.000
boladı endi	1052	1	1	57.820	1.000
boladı jan	1052	1	1	57.820	1.000
boladı jazba	1052	1	1	57.820	1.000
boladı jetim	1052	1	1	57.820	1.000
boladı jámiy	1052	1	1	57.820	1.000
boladı kategoriya	1052	1	1	57.820	1.000
boladı mısalı	1052	1	1	57.820	1.000
boladı nájep	1052	1	1	57.820	1.000
boladı olardiń	1052	1	1	57.820	1.000
boladı onıń	1052	1	1	57.820	1.000
boladı pushkinniń	1052	1	1	57.820	1.000
boladı qubla	1052	1	1	57.820	1.000
boladı sebebi	1052	1	1	57.820	1.000
boladı sonıń	1052	1	1	57.820	1.000
boladı stanciya	1052	1	1	57.820	1.000
boladı súrginnen	1052	1	1	57.820	1.000
boladı title	1052	1	1	57.820	1.000
boladı yaǵnıy	1052	1	1	57.820	1.000
boladı ǵarǵabaydıń	1052	1	1	57.820	1.000
bolaman dep	1052	1	1	57.820	1.000
bolamız yugnak	1052	1	1	57.820	1.000
bolar edi	1052	1	1	57.820	1.000
bolar ma	1052	1	1	57.820	1.000
bolatuǵın istiń	1052	1	1	57.820	1.000
bolatuǵının baqlaydı	1052	1	1	57.820	1.000
bolatuǵının hám	1052	1	1	57.820	1.000
boldı aral	1052	1	1	57.820	1.000
boldı bul	1052	1	1	57.820	1.000
boldı butakov	1052	1	1	57.820	1.000
boldı dárya	1052	1	1	57.820	1.000
boldı jaynistlik	1052	1	1	57.820	1.000
boldı kategoriya	1052	1	1	57.820	1.000
boldı marafon	1052	1	1	57.820	1.000
boldı nawayı	1052	1	1	57.820	1.000
boldı olar	1052	1	1	57.820	1.000
boldı q	1052	1	1	57.820	1.000
boldı realist	1052	1	1	57.820	1.000
boldı sawda	1052	1	1	57.820	1.000
boldı solardıń	1052	1	1	57.820	1.000
boldı sonıń	1052	1	1	57.820	1.000
boldı usı	1052	1	1	57.820	1.000
boldı xiii	1052	1	1	57.820	1.000
boldı xojalıq	1052	1	1	57.820	1.000
boldı ázerbayjan	1052	1	1	57.820	1.000
bolgan halda	1052	1	1	57.820	1.000
bolgan sol	1052	1	1	57.820	1.000
bolgan ázerbayjan	1052	1	1	57.820	1.000
bolganlıǵı belgili	1052	1	1	57.820	1.000
bolip elge	1052	1	1	57.820	1.000
boljaydı birinshi	1052	1	1	57.820	1.000
bolmas esikte	1052	1	1	57.820	1.000
bolmasa qunın	1052	1	1	57.820	1.000
bolmasa temurdiń	1052	1	1	57.820	1.000
bolmasın aktivligi	1052	1	1	57.820	1.000
bolmasın óz	1052	1	1	57.820	1.000
bolmay ay	1052	1	1	57.820	1.000
bolmay turǵan	1052	1	1	57.820	1.000
bolmaydı dep	1052	1	1	57.820	1.000
bolmaydı saxara	1052	1	1	57.820	1.000
bolmaǵan albert	1052	1	1	57.820	1.000
bolmaǵan einstein	1052	1	1	57.820	1.000
bolmaǵan hám	1052	1	1	57.820	1.000
bolmaǵan nárselerdi	1052	1	1	57.820	1.000
bolmaǵan qunlı	1052	1	1	57.820	1.000
bolmaǵanda haqıyqıy	1052	1	1	57.820	1.000
bolmaǵanında búgingi	1052	1	1	57.820	1.000
bolsa alisher	1052	1	1	57.820	1.000
bolsa basqa	1052	1	1	57.820	1.000
bolsa ekinshi	1052	1	1	57.820	1.000
bolsa ekinshisi	1052	1	1	57.820	1.000
bolsa geyde	1052	1	1	57.820	1.000
bolsa jaylastırılatuǵın	1052	1	1	57.820	1.000
bolsa jámiyet	1052	1	1	57.820	1.000
bolsa kerek	1052	1	1	57.820	1.000
bolsa krataw	1052	1	1	57.820	1.000
bolsa parsı	1052	1	1	57.820	1.000
