Type	Rank	Freq	Range	NormFreq	NormRange
awırıw ǵarrılıq qartayǵanlıq ólim	97	1	1	57.827	1.000
awırıwınan qaytıs bolǵan isenimleri	97	1	1	57.827	1.000
awız eki rus tilinen	97	1	1	57.827	1.000
awız eki sóylesiw tilin	97	1	1	57.827	1.000
awızeki aytısqan shayırlar aytısqanda	97	1	1	57.827	1.000
awızeki dóretpelerin pútini menen	97	1	1	57.827	1.000
awızeki dóretpeleriniń janrlarına tallaw	97	1	1	57.827	1.000
awızeki dóretpeleriniń janrlarınan ayırılıp	97	1	1	57.827	1.000
awızeki júzbe júz turıp	97	1	1	57.827	1.000
awızeki prozalıq dóretpeler olardı	97	1	1	57.827	1.000
awızeki ádebiyattıń dástúri bolǵanı	97	1	1	57.827	1.000
awızınan jazıp alǵan qol	97	1	1	57.827	1.000
awǵanstan nepal malayziya maldiv	97	1	1	57.827	1.000
axmed ekenligine heshqanday gúmanımız	97	1	1	57.827	1.000
axmed oǵlı yok xechshaki	97	1	1	57.827	1.000
axmed yugnakiy axmet yugnakiy	97	1	1	57.827	1.000
axmed yugnakiy dep ataǵanın	97	1	1	57.827	1.000
axmed yugnakiy dúnyaparaz hám	97	1	1	57.827	1.000
axmed yugnakiy múmkiń bunnan	97	1	1	57.827	1.000
axmed yugnakiy yusif has	97	1	1	57.827	1.000
axmed yugnakiy yusip has	97	1	1	57.827	1.000
axmedbek hám yusupbek degen	97	1	1	57.827	1.000
axmet yassawiyden keyingi kópke	97	1	1	57.827	1.000
axmet yugnakiy xii ásirdegi	97	1	1	57.827	1.000
axun oǵan óziniń járdem	97	1	1	57.827	1.000
axun tosattan qaytıs boladı	97	1	1	57.827	1.000
axundov atındaǵı opera hám	97	1	1	57.827	1.000
axundov aǵartıwshılıq shayırı said	97	1	1	57.827	1.000
axundov sıyaqlı kópshilikke belgili	97	1	1	57.827	1.000
axundovtıń hadji qara musya	97	1	1	57.827	1.000
axverdiyevtiń talanǵan uya aǵa	97	1	1	57.827	1.000
ay ashılǵay balam baxtın	97	1	1	57.827	1.000
ay aynalayın shıraǵım ay	97	1	1	57.827	1.000
ay aynanayın appaǵım ay	97	1	1	57.827	1.000
ay besik jırı yaki	97	1	1	57.827	1.000
ay dıń qosılıp aytılıwı	97	1	1	57.827	1.000
ay h t b	97	1	1	57.827	1.000
ay háyiw háyiw haydası	97	1	1	57.827	1.000
ay jurt súymese súymesin	97	1	1	57.827	1.000
ay oqıp adam bolǵan	97	1	1	57.827	1.000
ay qalpaǵım ay qaraǵım	97	1	1	57.827	1.000
ay qaraǵım ay h	97	1	1	57.827	1.000
ay qashan tiyer paydası	97	1	1	57.827	1.000
ay qatarıńnan kem bolmay	97	1	1	57.827	1.000
ay qızlar súygen qalpaǵım	97	1	1	57.827	1.000
ay sonda tiyer paydası	97	1	1	57.827	1.000
ay ózimnin súygen appaǵım	97	1	1	57.827	1.000
ayapberegn muwsa ulı jılı	97	1	1	57.827	1.000
ayapberegnniń ákesi de xat	97	1	1	57.827	1.000
ayapbergen jaslarında awıl elge	97	1	1	57.827	1.000
ayapbergen muwsa ulı ayapbergen	97	1	1	57.827	1.000
ayapbergen muwsa ulı jas	97	1	1	57.827	1.000
ayapbergen muwsa ulı qaraqalpaq	97	1	1	57.827	1.000
ayapbergen muwsa ulınıń qosıqları	97	1	1	57.827	1.000
ayapbergen shayır xix ásirdiń	97	1	1	57.827	1.000
ayapbergen shayırdıń qıssaxan sıpatındaǵı	97	1	1	57.827	1.000
ayaq oyın ansambli jumıs	97	1	1	57.827	1.000
ayaq oyın hám masqarapazlıqtan	97	1	1	57.827	1.000
ayaqlar arnawlı kirpiksheler hám	97	1	1	57.827	1.000
ayaǵına shekem násiyat násiyat	97	1	1	57.827	1.000
ayaǵında aral teńiziniń túslik	97	1	1	57.827	1.000
aydalıp baratırǵan xalıq penen	97	1	1	57.827	1.000
aydın atlı ustazdıń álbent	97	1	1	57.827	1.000
aydınnan ruqsat alıp álbentten	97	1	1	57.827	1.000
aydınǵa barıp shákirt boladı	97	1	1	57.827	1.000
aylanadı ekinshi dúnya júzlik	97	1	1	57.827	1.000
aylanadı ereseklik jılı pushkin	97	1	1	57.827	1.000
aylandı sonıń ishinde ásirlerde	97	1	1	57.827	1.000
aylandırdı onıń jumısları keyinirek	97	1	1	57.827	1.000
aylandırılǵan hám dostoevskiydıń romanlarına	97	1	1	57.827	1.000
aylandırǵan boris godunov ásirdegi	97	1	1	57.827	1.000
aylandırǵan poema ápiwayı rus	97	1	1	57.827	1.000
aylanıp ketti jıl maydan	97	1	1	57.827	1.000
aylanıp qaldı jergilikli hákimler	97	1	1	57.827	1.000
aylanıs qarjıların tolıqtırıw menen	97	1	1	57.827	1.000
aylanıstaǵı akciyalardıń hárbiri akciyalardıń	97	1	1	57.827	1.000
aylanısı yamasa háreketi saat	97	1	1	57.827	1.000
aylanǵan kit omırtqasınıń hám	97	1	1	57.827	1.000
aymaqlıq dawlardı biykarlamaydı da	97	1	1	57.827	1.000
aymaqlıq tártibin belgilewdi talap	97	1	1	57.827	1.000
aymaqtıń ayrıqsha rayonlarına bola	97	1	1	57.827	1.000
aymaǵına qaraslı qamıs bóget	97	1	1	57.827	1.000
aymaǵınan eramızǵa shekemgi mıń	97	1	1	57.827	1.000
aymaǵınan tabılǵan qoy súwretleri	97	1	1	57.827	1.000
aymaǵında dáslepki mektepler ásirde	97	1	1	57.827	1.000
aymaǵında jasaǵan kóplegen qáwimler	97	1	1	57.827	1.000
aymaǵında jańadan dúzilgen ashıq	97	1	1	57.827	1.000
aymaǵında neolit hám jez	97	1	1	57.827	1.000
aymaǵınınıń hesh bir bóleginiń	97	1	1	57.827	1.000
aymaǵınıń derlik yarımın iyeleydi	97	1	1	57.827	1.000
aymaǵınıń úlken bólegi albaniya	97	1	1	57.827	1.000
aynalayın shıraǵım ay jurt	97	1	1	57.827	1.000
aynaldırǵanda hám ustavlıq kapital	97	1	1	57.827	1.000
aynalǵan bet ashar tereń	97	1	1	57.827	1.000
aynanayın appaǵım ay qızlar	97	1	1	57.827	1.000
ayqulash qosıqların keltirip ótiwge	97	1	1	57.827	1.000
ayqın kórinip turadı balalar	97	1	1	57.827	1.000
ayra túsip dushpanlar aldında	97	1	1	57.827	1.000
ayrılsa qash qash hám	97	1	1	57.827	1.000
ayrılıp qalıwı kóp ǵana	97	1	1	57.827	1.000
ayrılıp turatuǵın uqıplılıq penen	97	1	1	57.827	1.000
ayrıqsha awdarǵan táliymat sıpatında	97	1	1	57.827	1.000
ayrıqsha bolǵanlıǵı málim alisher	97	1	1	57.827	1.000
ayrıqsha dıqqatqa iye ásirese	97	1	1	57.827	1.000
ayrıqsha dıqqatı logika menen	97	1	1	57.827	1.000
ayrıqsha edi solay bolsada	97	1	1	57.827	1.000
ayrıqsha orındı iyeleydi abay	97	1	1	57.827	1.000
ayrıqsha orınǵa iye bul	97	1	1	57.827	1.000
ayrıqsha rayonlarına bola óz	97	1	1	57.827	1.000
ayrıqsha tamamlaǵan aqun ulama	97	1	1	57.827	1.000
ayta kelip xamsa avtorları	97	1	1	57.827	1.000
aytadı al burınǵı ǵarrılar	97	1	1	57.827	1.000
aytadı bet ashardıń ózine	97	1	1	57.827	1.000
aytadı násiyat beredi bul	97	1	1	57.827	1.000
aytadı ol óziniń jaqsı	97	1	1	57.827	1.000
aytadı pushkin qıyın jaǵdayda	97	1	1	57.827	1.000
aytadı rústem óz balası	97	1	1	57.827	1.000
aytadı shınında da eń	97	1	1	57.827	1.000
aytadı solay etip ájiniyaz	97	1	1	57.827	1.000
aytadı sonıń ushın aytıstıń	97	1	1	57.827	1.000
aytadı sóytip kem kemnen	97	1	1	57.827	1.000
aytadı ulıwma ferdawsiydiń dástanı	97	1	1	57.827	1.000
aytarlıqtay kóp adam tárepinen	97	1	1	57.827	1.000
aytatuǵın dástanı bolıp qalǵan	97	1	1	57.827	1.000
aytatuǵın qosıqlar bul qosıqlardıń	97	1	1	57.827	1.000
aytatuǵın shayırlar aytıs janrın	97	1	1	57.827	1.000
ayteke dep ataǵan názibek	97	1	1	57.827	1.000
aytiwinsha berdaq uzın boylı	97	1	1	57.827	1.000
aytmatov ashtı hám ol	97	1	1	57.827	1.000
aytmuxammed adamlar onı ayteke	97	1	1	57.827	1.000
aytqan eń aldı menen	97	1	1	57.827	1.000
aytqan sózi ómirde jasawdıń	97	1	1	57.827	1.000
aytqan sózlerin óz xalqına	97	1	1	57.827	1.000
aytqanda antarktika qorlarınan paydalanıw	97	1	1	57.827	1.000
aytqanda ayapbergen muwsa ulı	97	1	1	57.827	1.000
aytqanda háyiw delinedi háyyiw	97	1	1	57.827	1.000
aytqanda iran azarlarına tiyisli	97	1	1	57.827	1.000
aytqanday berdaq kóp milletli	97	1	1	57.827	1.000
aytqanlardı izbe iz orınlaw	97	1	1	57.827	1.000
aytıla beretuǵın bir birewdi	97	1	1	57.827	1.000
aytıladı aytıstıń tiykarı eki	97	1	1	57.827	1.000
aytıladı balalar arasında jiye	97	1	1	57.827	1.000
aytıladı besik jırında balanıń	97	1	1	57.827	1.000
aytıladı ekinshiden qosıq túrin	97	1	1	57.827	1.000
aytıladı úshinshiden soraw juwap	97	1	1	57.827	1.000
aytılatuǵın túlkishek áwelemen dúwelemen	97	1	1	57.827	1.000
aytılıwı jańa túsken kelinshektiń	97	1	1	57.827	1.000
aytılıwı ol zatlardıń qatnasın	97	1	1	57.827	1.000
aytılıwı ushırasadı mısalı appaǵım	97	1	1	57.827	1.000
aytılıwınan degen oydıń tereń	97	1	1	57.827	1.000
aytılǵan bolsa ekinshi jaǵınan	97	1	1	57.827	1.000
aytılǵan sonıń ushın da	97	1	1	57.827	1.000
aytılǵanınday aq aytıstı qız	97	1	1	57.827	1.000
aytıp balanı jubatqan bunı	97	1	1	57.827	1.000
aytıp bergen pushkin krestyanlar	97	1	1	57.827	1.000
aytıp beriwshi uzın poemalarda	97	1	1	57.827	1.000
aytıp náresteni sol wazıypalarǵa	97	1	1	57.827	1.000
aytıp olardıń minez qulqındaǵı	97	1	1	57.827	1.000
aytıp shayırlıq sóz óneri	97	1	1	57.827	1.000
aytıp usı xojalıqtıń tirewi	97	1	1	57.827	1.000
aytıp ótken al házirgi	97	1	1	57.827	1.000
aytıs arqalı óziniń talantlı	97	1	1	57.827	1.000
aytıs awızeki ádebiyattıń dástúri	97	1	1	57.827	1.000
aytıs basında qızdıń ájiniyazdı	97	1	1	57.827	1.000
aytıs degendi kóz aldıńa	97	1	1	57.827	1.000
aytıs degenniń ne ekenin	97	1	1	57.827	1.000
aytıs hám juwap degen	97	1	1	57.827	1.000
aytıs janrın qurap turadı	97	1	1	57.827	1.000
aytıs jılı tashkentte shıǵarılatuǵın	97	1	1	57.827	1.000
aytıs mazmunı hám kórkemligi	97	1	1	57.827	1.000
aytıs qaraqalpaq xalq kórkem	97	1	1	57.827	1.000
aytıs shıqpaydı aytısta ájiniyaz	97	1	1	57.827	1.000
aytıs óz jerlesleri arasında	97	1	1	57.827	1.000
aytısadı olar suw boyında	97	1	1	57.827	1.000
aytısadı sózdiń bası sálem	97	1	1	57.827	1.000
aytıslar aytıs qaraqalpaq xalq	97	1	1	57.827	1.000
aytıslar qatarına ájiniyazdıń qazaq	97	1	1	57.827	1.000
aytıslarda bul aytıstıń ózgesheligi	97	1	1	57.827	1.000
aytıslardan tabıw qıyın haqıyqatında	97	1	1	57.827	1.000
aytısları menen awızeki júzbe	97	1	1	57.827	1.000
aytısları qaraqalpaqlar arasında házirgi	97	1	1	57.827	1.000
aytısları qız jigitler jigitler	97	1	1	57.827	1.000
aytısların kórsetse boladı jazba	97	1	1	57.827	1.000
aytıslarının da áhmiyeti úlken	97	1	1	57.827	1.000
aytısqa jaqınlastırıp dúzgen sonıń	97	1	1	57.827	1.000
aytısqa túsken ájiniyazdıń qız	97	1	1	57.827	1.000
aytısqan aytıstıń tekstine qaraǵanda	97	1	1	57.827	1.000
aytısqan shayırlar aytısqanda umtılıw	97	1	1	57.827	1.000
aytısqan sózlerin xalıq yadında	97	1	1	57.827	1.000
aytısqan waqıttaǵı payt háreket	97	1	1	57.827	1.000
aytısqanda umtılıw umıtıw kórkem	97	1	1	57.827	1.000
aytısta bul eki shayırdıń	97	1	1	57.827	1.000
aytısta kórkem sózdi qurastırıwdıń	97	1	1	57.827	1.000
aytısta ájiniyaz da qız	97	1	1	57.827	1.000
aytısta ájiniyaz óziniń qırq	97	1	1	57.827	1.000
aytısta ájiniyazdıń sál basımlaw	97	1	1	57.827	1.000
aytıstan jeńiliwdi qálemeydi sonıń	97	1	1	57.827	1.000
aytıstan ózgeshelikleri joqarıda kórsetip	97	1	1	57.827	1.000
aytıstı qız kelinshekler qosıqlarına	97	1	1	57.827	1.000
aytıstı qız meńesh baslap	97	1	1	57.827	1.000
aytıstırıwdı maqul kórgen ájiniyaz	97	1	1	57.827	1.000
aytıstıń bir túri jigit	97	1	1	57.827	1.000
aytıstıń folklorımızdıń bir janrı	97	1	1	57.827	1.000
aytıstıń hámmesinde eki xalıqqa	97	1	1	57.827	1.000
aytıstıń negizgi túyinin sheship	97	1	1	57.827	1.000
aytıstıń tekstine qaraǵanda da	97	1	1	57.827	1.000
aytıstıń tiykarı eki shayırdıń	97	1	1	57.827	1.000
aytıstıń ózgesheligi folklorǵa tán	97	1	1	57.827	1.000
aytıstıń úshinshi bólimi qız	97	1	1	57.827	1.000
aytısı bılay baslanadı ájiniyaz	97	1	1	57.827	1.000
aytısı folklordıń tariyxında ádebiyatımız	97	1	1	57.827	1.000
aytısı jılı bolıp ótken	97	1	1	57.827	1.000
aytısı kiredi álbette aytıs	97	1	1	57.827	1.000
aytısı mısalında ájiniyaz benen	97	1	1	57.827	1.000
aytısı xix ásirde payda	97	1	1	57.827	1.000
aytısın jazba aytısqa jaqınlastırıp	97	1	1	57.827	1.000
aytısın jazba ádebiyattaǵ aytıstan	97	1	1	57.827	1.000
aytısınıń óz aldına klassikalıq	97	1	1	57.827	1.000
aytısıw juwaptan baslanadı juwap	97	1	1	57.827	1.000
aytısıwlar oǵada kóplegen jıynalǵan	97	1	1	57.827	1.000
aytıw dep ataydı háyiw	97	1	1	57.827	1.000
aytıw ushın dawıs tolqınları	97	1	1	57.827	1.000
aytıw óz gimniniń kópshilik	97	1	1	57.827	1.000
aytıw úrdiske aynalǵan bet	97	1	1	57.827	1.000
aytıwda járdem beredi kóplegen	97	1	1	57.827	1.000
aytıwdı qálemeydi biraq shayır	97	1	1	57.827	1.000
aytıwı da aytıstıń negizgi	97	1	1	57.827	1.000
aytıwı onı ulama molla	97	1	1	57.827	1.000
aytıwısız aytıs degendi kóz	97	1	1	57.827	1.000
aytıwıwı boyınsha berdaq qartayǵanda	97	1	1	57.827	1.000
aytıwǵa uqıplı shayırshılıqqa beyimi	97	1	1	57.827	1.000
ayı oypatlıqlarda den qa	97	1	1	57.827	1.000
ayıldıń batqanın iyesi bilmese	97	1	1	57.827	1.000
ayıllı tiyresinen hámra degen	97	1	1	57.827	1.000
ayımbetov tárepinen jazıp alındı	97	1	1	57.827	1.000
ayımbetovlar aytıstıń folklorımızdıń bir	97	1	1	57.827	1.000
ayımxan hám biybixan degen	97	1	1	57.827	1.000
ayıplanıp súrginde bolıwı sońınan	97	1	1	57.827	1.000
ayıplaydı hám nemis fizikleri	97	1	1	57.827	1.000
ayırıladı nájep shákirttke ustaz	97	1	1	57.827	1.000
ayırıldı angliyalı tomson jılı	97	1	1	57.827	1.000
ayırılıp qalǵan pıshıq endigiden	97	1	1	57.827	1.000
ayırılıp turadı ańızlar kópshilik	97	1	1	57.827	1.000
ayırılıp xiratqa qaytıp kelgen	97	1	1	57.827	1.000
ayırım bólekleri bolǵan ferdawsiy	97	1	1	57.827	1.000
ayırım ertekler jazıp alınǵan	97	1	1	57.827	1.000
ayırım etnikalıq gruppalardıń mádeniyatlarınıń	97	1	1	57.827	1.000
ayırım jeke adamlardıń ǵárezsiz	97	1	1	57.827	1.000
ayırım saray ámeldarlarına nawayınıń	97	1	1	57.827	1.000
ayırım shıǵarmalar jazdı ol	97	1	1	57.827	1.000
ayırımları orta ásirlerde aq	97	1	1	57.827	1.000
ayıw súylin keklik ǵaz	97	1	1	57.827	1.000
ayǵır jeti atası kórgensiz	97	1	1	57.827	1.000
az adam jasaydı qubla	97	1	1	57.827	1.000
az avesto kitaptan ibarat	97	1	1	57.827	1.000
az bolıp qalsa jámiyettiń	97	1	1	57.827	1.000
az bul samaldıń bultlardı	97	1	1	57.827	1.000
az bunıń jıllı hám	97	1	1	57.827	1.000
az bóleklengen jaǵa sızıǵınıń	97	1	1	57.827	1.000
az hawa menen dem	97	1	1	57.827	1.000
az kórineme jigit tawdıń	97	1	1	57.827	1.000
az muǵdarda jawın shashın	97	1	1	57.827	1.000
az sóyleytuǵın qızıńqırap ǵurujǵa	97	1	1	57.827	1.000
az talap qıladı bir	97	1	1	57.827	1.000
az xızmet haqınıń júz	97	1	1	57.827	1.000
az xızmet haqınıń keminde	97	1	1	57.827	1.000
azamatın artqı ayıldıń batqanın	97	1	1	57.827	1.000
azap shegiwden qutılıwı ushın	97	1	1	57.827	1.000
azap shegiwine alıp keledi	97	1	1	57.827	1.000
azar qızı s rustamnıń	97	1	1	57.827	1.000
azarlarına tiyisli abdulqodir maroǵiy	97	1	1	57.827	1.000
azat etiliwine járdem beretuǵınlıǵın	97	1	1	57.827	1.000
azat etiwdiń birden bir	97	1	1	57.827	1.000
azatlıq gúresleriniń negizinde turdı	97	1	1	57.827	1.000
azaytqanda jámiyetti saplastırǵan jaǵdayda	97	1	1	57.827	1.000
azaytılǵan bolıwı múmkin akciyalardıń	97	1	1	57.827	1.000
azaytıw haqqında hám ustavına	97	1	1	57.827	1.000
azaytıw haqqında sheshim qabıl	97	1	1	57.827	1.000
azaytıw sebeplerin kórsetedi hám	97	1	1	57.827	1.000
azaytıw tártibin belgileydi ustavlıq	97	1	1	57.827	1.000
azaytıw yamasa olardıń ulıwma	97	1	1	57.827	1.000
azaytıwǵa haqlı emes eger	97	1	1	57.827	1.000
azaytıwǵa háreket etken dekabristler	97	1	1	57.827	1.000
azaytıwǵa ruqsat etiledi eger	97	1	1	57.827	1.000
azayıp ketti házirgi waqıtta	97	1	1	57.827	1.000
azdım bolar ma dep	97	1	1	57.827	1.000
azerbaydjan industrial agrar mámleket	97	1	1	57.827	1.000
azerbayjan ázerbayjan tilinde vishka	97	1	1	57.827	1.000
azerin form telegraf agentligi	97	1	1	57.827	1.000
azia basqa tórt mámleketlerinińde	97	1	1	57.827	1.000
azia eń úlken materik	97	1	1	57.827	1.000
azia materigi úlken bos	97	1	1	57.827	1.000
azia menen shıǵısında hind	97	1	1	57.827	1.000
aziada al qalǵan bólimi	97	1	1	57.827	1.000
azianı ajıratıp turadı bul	97	1	1	57.827	1.000
azim shirvaniy dramaturg n	97	1	1	57.827	1.000
azimzada hám basqa kengerli	97	1	1	57.827	1.000
aziy hám iran tariyxın	97	1	1	57.827	1.000
aziya aziya jerdiń arqa	97	1	1	57.827	1.000
aziya dúnya kartasında aziya	97	1	1	57.827	1.000
aziya hám evropa birgelikte	97	1	1	57.827	1.000
aziya hám iran arxitekturası	97	1	1	57.827	1.000
aziya jer orta teńizi	97	1	1	57.827	1.000
aziya jerdiń arqa yarım	97	1	1	57.827	1.000
aziya mámleketleri mámleket birlesken	97	1	1	57.827	1.000
aziya rossiya qol astına	97	1	1	57.827	1.000
aziya teńizi tariyxı aral	97	1	1	57.827	1.000
aziya xalıqlarınıń milliy mádeniyatına	97	1	1	57.827	1.000
aziyada máselen shumer qıtay	97	1	1	57.827	1.000
aziyadaǵı kópshilik xalıqlarǵa keńnen	97	1	1	57.827	1.000
azizbekov atındaǵı teatr arxitektorı	97	1	1	57.827	1.000
azizbekov atındaǵı ázerbayjan teatrı	97	1	1	57.827	1.000
azıq awqat islep shıǵarıw	97	1	1	57.827	1.000
azıq awqat sanaatı da	97	1	1	57.827	1.000
azıq awqat sanaatı ushın	97	1	1	57.827	1.000
azǵantay bólimin mm jawın	97	1	1	57.827	1.000
azərbaycan respublikası kavkaz artınıń	97	1	1	57.827	1.000
azərbaycan ázerbayjan respublikası azərbaycan	97	1	1	57.827	1.000
ańlatadı belgili bir eki	97	1	1	57.827	1.000
ańlatadı biologiya tarawları anatomiya	97	1	1	57.827	1.000
ańlatadı ol materiallıq kúshlerdiń	97	1	1	57.827	1.000
ańlatadı ómiri eunshteyn germaniyanıń	97	1	1	57.827	1.000
ańsar edi sol waqıttaǵı	97	1	1	57.827	1.000
ańsat bul zaman ishinde	97	1	1	57.827	1.000
ańsat sonıń menen birge	97	1	1	57.827	1.000
ańsatlastıradı hám nátiyjede jawın	97	1	1	57.827	1.000
ańshılıq hám súwret kórinisleri	97	1	1	57.827	1.000
ańızdıń qanshama isenimli qanshama	97	1	1	57.827	1.000
ańızlar ańızlar legendalar qaraqalpaq	97	1	1	57.827	1.000
ańızlar kópshilik jaǵdaylarda bolmaǵan	97	1	1	57.827	1.000
ańızlar legendalar qaraqalpaq kórkem	97	1	1	57.827	1.000
ańızlar qaharmanlıq epos tariyxıy	97	1	1	57.827	1.000
ańızlar qaraqalpaq ertekleri menen	97	1	1	57.827	1.000
ańızlar shaxnama daǵı erkinlik	97	1	1	57.827	1.000
ańızlardıń tiykarǵı mánisin qurap	97	1	1	57.827	1.000
ańızlarǵa óz aldına bir	97	1	1	57.827	1.000
ańızın alayıq qolayǵa keltirgen	97	1	1	57.827	1.000
ańızınan bir qansha úlgiler	97	1	1	57.827	1.000
aǵa muxammadshah qojar shıǵarmaları	97	1	1	57.827	1.000
aǵa sultan bolıp saylandı	97	1	1	57.827	1.000
aǵartıwshılıq isleri menen de	97	1	1	57.827	1.000
aǵartıwshılıq mákemeleri házirgi ázerbayjan	97	1	1	57.827	1.000
aǵartıwshılıq shayırı said azim	97	1	1	57.827	1.000
aǵash boku qoltıqshası iri	97	1	1	57.827	1.000
aǵash shirvon hám basqa	97	1	1	57.827	1.000
aǵayinleri ájiniyazǵa bul iste	97	1	1	57.827	1.000
aǵayın tuwǵanları menen tanıstırǵanda	97	1	1	57.827	1.000
aǵdam rayonı jabrayıl rayonı	97	1	1	57.827	1.000
aǵeke sálemińdi álik aldım	97	1	1	57.827	1.000
aǵzaları a dabılov hám	97	1	1	57.827	1.000
aǵzaları onı jibergen mámleket	97	1	1	57.827	1.000
aǵzası ázerbayjan respublikası suverenitetin	97	1	1	57.827	1.000
aǵımı bólimindegi jerinde ondatra	97	1	1	57.827	1.000
aǵıp ótken sonıń menen	97	1	1	57.827	1.000
aǵıs km kub tómengi	97	1	1	57.827	1.000
aǵısı arake kól bar	97	1	1	57.827	1.000
aǵısı km kub ortasha	97	1	1	57.827	1.000
b adamzattıń eń jaqsı	97	1	1	57.827	1.000
b aqshaǵa almasıw imkaniyatı	97	1	1	57.827	1.000
b e sh i	97	1	1	57.827	1.000
b e sh iv	97	1	1	57.827	1.000
b e sh jıllar	97	1	1	57.827	1.000
b e sh mıńınshı	97	1	1	57.827	1.000
b e sh xi	97	1	1	57.827	1.000
b e sh xii	97	1	1	57.827	1.000
b huqıqıy hújjetlerdi toltırıp	97	1	1	57.827	1.000
b jańa eranıń basında	97	1	1	57.827	1.000
b lamark ham nemec	97	1	1	57.827	1.000
b n svetlov jılı	97	1	1	57.827	1.000
b olarda hesh qanday	97	1	1	57.827	1.000
b shıǵarmaların tárip mazmunınıdaǵı	97	1	1	57.827	1.000
b sonıń menen birge	97	1	1	57.827	1.000
b tariyxqa názer taslasaq	97	1	1	57.827	1.000
b ullı alım hám	97	1	1	57.827	1.000
b v barnet s	97	1	1	57.827	1.000
b vedanta degen túsinik	97	1	1	57.827	1.000
b óz ishine aladı	97	1	1	57.827	1.000
baba maqbarası hám onıń	97	1	1	57.827	1.000
babak asov kura jeti	97	1	1	57.827	1.000
babaları burınnan shınjırma shınjır	97	1	1	57.827	1.000
babalarımızdan miyras bolıp arab	97	1	1	57.827	1.000
babalarımızdıń ásirler boyı toplaǵan	97	1	1	57.827	1.000
babası tınet degen adam	97	1	1	57.827	1.000
babur járdeminde xiratqa qaytıp	97	1	1	57.827	1.000
babur sarayına xızmetke kiredi	97	1	1	57.827	1.000
badam kóplep jetistiriledi apsheron	97	1	1	57.827	1.000
baha boyınsha tayar ónim	97	1	1	57.827	1.000
baha formalanıwı hám islep	97	1	1	57.827	1.000
baha menen bir qatarda	97	1	1	57.827	1.000
bahalanadı tozıw yamasa amortizatsiya	97	1	1	57.827	1.000
bahalaw arqalı buxgalteriya esabında	97	1	1	57.827	1.000
bahalaw bahalaw bul esap	97	1	1	57.827	1.000
bahalaw bul esap obektlerin	97	1	1	57.827	1.000
bahalaw járdeminde xojalıq qarjılarına	97	1	1	57.827	1.000
bahalaw múmkin leyli májnúń	97	1	1	57.827	1.000
bahalaw tiykarında olardıń haqıyqıy	97	1	1	57.827	1.000
bahalawdıń basqa usılları da	97	1	1	57.827	1.000
bahalaǵan jámiy de nawayını	97	1	1	57.827	1.000
bahalı ideyalardıń tiykarǵılarınan bir	97	1	1	57.827	1.000
bahalı qaǵaz bahalı qaǵaz	97	1	1	57.827	1.000
bahalı qaǵaz bul hújjet	97	1	1	57.827	1.000
bahalı qaǵaz tiyisli bazar	97	1	1	57.827	1.000
bahalı qaǵaz yaǵnıy akciya	97	1	1	57.827	1.000
bahalı qaǵaz óz nominalına	97	1	1	57.827	1.000
bahalı qaǵaz ózin aqshaǵa	97	1	1	57.827	1.000
bahalı qaǵazdıń áhmiyeti sonnan	97	1	1	57.827	1.000
bahalı qaǵazlar bazarı kárxananı	97	1	1	57.827	1.000
bahalı qaǵazlar qayda bolıwına	97	1	1	57.827	1.000
bahalı qaǵazlardıń birden bir	97	1	1	57.827	1.000
bahalı qaǵazlardıń tagı bir	97	1	1	57.827	1.000
bahalı qaǵazǵa qoyılmalar qáwpi	97	1	1	57.827	1.000
baharden degen bir balası	97	1	1	57.827	1.000
bahası bir qıylı bolıwı	97	1	1	57.827	1.000
bahası boyınsha esaplanadı miynet	97	1	1	57.827	1.000
bahası normativ ózine túser	97	1	1	57.827	1.000
bahasın anıqlastırıw usılı esaplanadı	97	1	1	57.827	1.000
bahasın azaytıw yamasa olardıń	97	1	1	57.827	1.000
bahasın esaplaw dúziledi ózine	97	1	1	57.827	1.000
bahasın kóbeytiw jolı menen	97	1	1	57.827	1.000
bahasın kóbeytiw yamasa qosımsha	97	1	1	57.827	1.000
bahasınan quraladı jámiyet tárepinen	97	1	1	57.827	1.000
bahasında satıwǵa boladı bul	97	1	1	57.827	1.000
bahmanyor xatib tabriziy hoqoniy	97	1	1	57.827	1.000
bahovuddin shekidegi xanlar sarayı	97	1	1	57.827	1.000
bahram farhad hám shiyrin	97	1	1	57.827	1.000
bahram geyde ádalatlı bazda	97	1	1	57.827	1.000
bakidaǵı shirvanshahlar sarayı ásir	97	1	1	57.827	1.000
bakinskiy rabochiy baku jumısshısı	97	1	1	57.827	1.000
bakteriologiya molekulyar biologiya mikologiya	97	1	1	57.827	1.000
bakteriya bóliniw hám onıń	97	1	1	57.827	1.000
bakteriya jerde jasawshı eń	97	1	1	57.827	1.000
bakteriya onı payda etken	97	1	1	57.827	1.000
bakteriya tek bir kletkadan	97	1	1	57.827	1.000
bakteriya thumb bakteriyanıń mikroskop	97	1	1	57.827	1.000
bakteriya usaydı biraq kishirek	97	1	1	57.827	1.000
bakteriyalar awqatlanıw azıq awqat	97	1	1	57.827	1.000
bakteriyalar júdá kishkene organizmler	97	1	1	57.827	1.000
bakteriyalar kóbirek kóplegen bakteriyalar	97	1	1	57.827	1.000
bakteriyalar sıyaqlı tiri zatlardıń	97	1	1	57.827	1.000
